,_id,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,TOTAL FEED (%) PV,CLINKER WF(%) PV,LIMESTONE WF(%) PV,SLAG WF(%) PV,GYPSUM WF(%) PV,POZZOLANE WF(%) PV,FLY ASH1 (%) PV,FLY ASH2 (%) PV,CLINKER WF(%) SP,LIMESTONE WF(%) SP,SLAG WF(%) SP,GYPSUM WF(%) SP,POZZOLANE WF(%) SP,FLY ASH1   (%) SP,FLY ASH2  (%) SP,TOTAL FEED (ton/h) PV,CLINKER WF (ton/h) PV,LIMESTONE WF (ton/h) PV,SLAG WF (ton/h) PV,GYPSUM W (ton/h) PV,POZZOLANE WF (ton/h) PV,FLY ASH1 (ton/h) PV,FLY ASH2 (ton/h) PV,TOTAL FEED (ton/h) SP,SLAG WF (ton/h) SP,LIMESTONE WF (ton/h) SP,CLINKER WF (ton/h) SP,BOTOM ASH WF (ton/h) SP,GYPSUM WF (ton/h) SP,FLY ASH 1 (ton/h) SP,FLY ASH 2 (ton/h) SP,INJECTION OF MILL WATER (m³/h) SP,MILL MOTOR POWER (KW) PV,MILL MOTOR CURR (A) PV,RECIRCULATION DAMPER (%) PV,RECIRCULATION DAMPER (%) SP,FRESH AIR DAMPER (%) PV,FRESH AIR DAMPER (%) SP,MAIN FAN POWER (KW) PV,MAIN FAN MOTOR CURR (A) PV,MAIN BF OUT PRESS (mbar) PV,CEMENT MILL BF DP (mbar) PV,GRINDING PRESSURE (bar) SP,GRINDING PRESSURE (bar) PV,BUCKET ELV MTR POWER (KW) PV,BUCKET ELV MOTOR CURR (A) PV,MILL IN PRES (mbar) PV,MILL IN PRES (mbar) SP,MILL IN TEMP (C) PV,MILL EXIT TEMP (C) PV,CEMENT MILL DP (mbar) PV,MILL OUT PRES (mbar) PV,SEPARATOR SPEED (%) SP,SEPARATOR POWER (KW) PV,SEPARATOR SPEED (RPM) PV,ICON BED TEMP(C) SP,ICON BED TEMP(C) PV,ICON CEILING TEMP (C) PV,ICON EXIT TEMP(C) PV,CEMENT MILL TABLE WATER SPRAY(m³/h) PV,ROLLER 1 BED DEPTH (mm),ROLLER 2 BED DEPTH (mm),ROLLER 3 BED DEPTH (mm),MILL VIBRATION (mm/s),GEARBOX ACCEREROMETER 1 VIBRATION (mm/s),GEARBOX ACCEREROMETER 2 VIBRATION (mm/s),HOPPER LEVEL INDICATOR (mg/m³),THRUST PAD 1 OIL PRESS (bar),THRUST PAD 2 OIL PRESS (bar),THRUST PAD 3 OIL PRESS (bar),THRUST PAD 4 OIL PRESS (bar),THRUST PAD 5 OIL PRESS (bar),THRUST PAD 6 OIL PRESS (bar),THRUST PAD 7 OIL PRESS (bar),THRUST PAD 8 OIL PRESS (bar),THRUST PAD 9 OIL PRESS (bar),THRUST PAD 10 OIL PRESS (bar),THRUST PAD 11 OIL PRESS (bar),THRUST PAD 12 OIL PRESS (bar),GRINDING AID ADDITION PV,GRINDING AID ADDITION SP,BLAINE,SO3,FINENESS,Moisture SLAG,Moisture POZZOLANE,Moisture CLINKER,Moisture LIMESTONE,Moisture GYPSUM,Moisture FLYASH 1,Moisture FLY ASH 2,Time Sample Taken CPII,cement type CPII,cement type CPIV,DATE/TIME
1000,5c39dee8dd80273430fa6965,2019,1,12,9,34,33,87.63,85.49,7.76,0.46,1.07,5.0,0.0,0.14,73.7,22.3,0.0,1.0,3.0,0.0,0.0,46.59,39.68,3.49,0.43,0.5,2.45,0.01,0.09,52.0,0.0,1.66,40.67,12.07,0.52,0.0,0.0,100.0,918.51,104.32,46.68,46.48,0.0,20.0,427.87,664.26,47.68,9.97,120.0,118.0,4.82,8.18,4.93,5.0,122.18,101.95,32.14,26.2,46.0,57.76,800.16,840.0,839.17,868.19,598.02,2.57,5.21,1.0,3.32,0.62,2.0,2.0,0.04,81.0,101.0,50.0,65.0,24.0,16.0,17.0,8.5,49.0,47.0,32.0,24.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:34:33
1001,5c39df0add80273430fa6966,2019,1,12,9,35,8,85.72,83.77,7.32,0.86,1.05,7.06,0.02,0.12,73.7,22.3,0.0,1.0,3.0,0.0,0.0,46.72,38.9,3.51,0.39,0.49,3.34,0.01,0.11,53.54,0.0,1.56,40.75,13.24,0.57,0.0,0.0,100.0,963.38,99.71,46.63,46.41,0.0,20.0,425.16,672.64,47.3,9.78,120.0,118.0,4.8,8.12,4.88,5.0,122.62,103.11,32.14,26.1,46.0,56.77,799.95,840.0,839.17,868.24,596.6,2.57,4.82,0.0,1.74,0.67,2.0,2.0,0.04,93.0,77.0,58.0,74.0,45.0,61.0,41.0,8.0,51.0,32.0,38.0,17.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:35:08
1002,5c39df2cdd80273430fa6967,2019,1,12,9,35,42,87.08,82.68,7.43,1.03,1.0,7.67,0.0,0.07,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.85,39.55,3.47,0.51,0.48,3.67,0.02,0.07,54.62,0.0,1.68,38.32,11.67,0.54,0.0,0.0,100.0,953.18,102.68,44.83,45.03,0.0,20.0,417.91,672.46,47.33,9.68,120.0,118.0,4.73,8.03,4.92,5.0,123.5,104.04,32.6,26.31,46.0,57.74,800.16,840.0,839.17,869.78,600.71,2.57,4.25,0.0,2.0,0.79,2.0,3.0,8.7,75.0,87.0,50.0,69.0,41.0,41.0,33.0,9.0,40.0,37.0,30.0,17.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:35:42
1003,5c39df4ddd80273430fa6968,2019,1,12,9,36,16,88.06,83.55,7.01,0.97,0.98,7.42,0.01,0.22,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.83,39.9,3.31,0.38,0.47,3.56,0.02,0.04,54.54,0.0,1.56,38.54,11.66,0.54,0.0,0.0,100.0,912.68,101.34,43.37,43.05,0.0,20.0,403.26,624.49,47.14,9.54,120.0,117.0,4.76,8.07,5.0,5.0,124.62,104.64,33.19,25.98,46.0,57.16,800.27,840.0,839.17,869.44,600.88,2.57,4.09,0.27,2.0,0.84,2.0,2.0,17.24,76.0,80.0,48.0,79.0,62.0,72.0,62.0,23.5,46.0,23.0,23.0,15.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:36:16
1004,5c39df6fdd80273430fa6969,2019,1,12,9,36,49,86.4,83.68,7.54,0.87,0.95,6.95,0.02,0.15,73.7,22.3,0.0,1.0,3.0,0.0,0.0,46.98,39.29,3.58,0.42,0.45,3.26,0.01,0.05,54.5,0.0,1.56,39.42,11.93,0.53,0.0,0.0,100.0,894.24,94.15,44.74,45.08,0.0,20.0,427.63,658.22,47.07,9.62,120.0,117.0,4.81,8.13,4.95,5.0,125.12,105.22,33.08,25.77,46.0,57.52,800.43,840.0,840.08,869.33,599.39,2.57,4.99,0.99,2.0,0.88,2.0,2.0,0.09,45.0,85.0,50.0,56.0,34.0,31.0,33.0,21.0,25.0,17.0,2.0,7.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:36:49
1005,5c39df91dd80273430fa696a,2019,1,12,9,37,23,87.15,83.63,7.68,1.0,0.99,6.84,0.01,0.19,73.7,22.3,0.0,1.0,3.0,0.0,0.0,46.77,39.17,3.41,0.31,0.46,3.17,0.01,0.08,52.0,0.0,1.56,41.16,12.46,0.57,0.0,0.0,100.0,896.47,93.76,43.55,43.27,0.0,20.0,421.24,669.23,47.03,9.75,120.0,116.0,4.79,8.14,4.88,5.0,125.55,105.82,32.93,26.01,46.0,57.21,800.16,840.0,840.08,868.81,602.7,2.57,2.33,0.01,2.0,0.89,2.0,2.0,0.09,57.0,79.0,51.0,54.0,37.0,30.0,34.0,14.0,58.0,40.0,21.0,20.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:37:23
1006,5c39dfb2dd80273430fa696b,2019,1,12,9,37,57,86.73,83.56,8.19,0.8,1.0,6.21,0.0,0.05,73.7,22.3,0.0,1.0,3.0,0.0,0.0,46.74,39.11,3.65,0.43,0.47,2.88,0.01,0.07,58.82,0.0,1.75,44.52,13.47,0.6,0.0,0.0,100.0,894.98,96.54,45.03,45.28,0.0,20.0,422.12,672.67,46.88,9.65,120.0,116.0,4.76,8.07,4.97,5.0,125.9,106.29,32.58,25.96,46.0,57.41,800.58,840.0,840.08,869.39,598.65,2.58,3.45,0.84,1.89,0.88,2.0,3.0,0.04,69.0,97.0,50.0,58.0,36.0,31.0,25.0,11.0,45.0,22.0,24.0,16.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:37:57
1007,5c39dfd3dd80273430fa696c,2019,1,12,9,38,30,82.72,85.02,7.22,0.75,1.02,5.61,0.03,0.14,73.7,22.3,0.0,1.0,3.0,0.0,0.0,46.28,39.33,3.42,0.38,0.47,2.57,0.02,0.08,52.0,0.0,1.63,38.52,11.66,0.52,0.0,0.0,100.0,873.41,94.58,43.76,43.88,0.0,20.0,417.76,674.23,46.98,9.35,120.0,116.0,4.83,8.22,5.07,5.0,126.03,106.65,32.14,26.01,46.0,57.08,800.21,840.0,840.08,869.84,599.34,2.57,4.67,0.55,1.98,0.68,2.0,3.0,3.24,63.0,87.0,54.0,61.0,30.0,31.0,35.0,32.0,46.0,40.0,25.0,26.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:38:30
1008,5c39dff3dd80273430fa696d,2019,1,12,9,39,3,91.86,83.59,9.28,0.81,1.0,4.95,0.0,0.22,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.86,40.2,4.68,0.21,0.48,2.38,0.0,0.09,53.08,0.0,1.66,40.42,11.97,0.54,0.0,0.0,100.0,958.29,103.44,43.88,44.05,0.0,20.0,411.13,672.04,46.92,9.49,120.0,116.0,4.81,8.13,5.03,5.0,126.3,106.84,32.02,26.04,46.0,57.56,800.32,840.0,840.08,869.1,602.13,2.57,4.48,0.99,1.31,0.67,2.0,2.0,22.09,70.0,94.0,49.0,53.0,18.0,25.0,27.0,11.0,56.0,33.0,30.0,30.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:39:03
1009,5c39e012dd80273430fa696e,2019,1,12,9,39,35,114.0,66.01,28.4,0.55,0.8,4.13,0.0,0.2,73.7,22.3,0.0,1.0,3.0,0.0,0.0,58.58,39.02,16.15,0.16,0.48,2.44,0.0,0.08,52.68,0.0,1.61,39.48,11.95,0.52,0.0,0.0,100.0,910.79,98.51,44.72,45.07,0.0,20.0,424.07,668.55,47.0,9.4,120.0,116.0,4.8,8.08,4.86,5.0,126.25,107.12,32.03,25.92,46.0,57.33,800.32,840.0,839.11,870.3,595.91,2.57,4.02,0.07,1.54,0.78,2.0,2.0,3.61,54.0,86.0,57.0,87.0,53.0,51.0,40.0,13.0,28.0,19.0,14.0,23.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:39:35
1010,5c39e032dd80273430fa696f,2019,1,12,9,40,6,101.22,72.07,21.92,0.51,0.88,4.56,0.02,0.11,73.7,22.3,0.0,1.0,3.0,0.0,0.0,54.45,39.15,11.85,0.24,0.48,2.49,0.01,0.04,54.76,0.0,1.69,41.02,12.41,0.55,0.0,0.0,100.0,903.11,97.62,45.67,45.89,0.0,20.0,430.83,674.38,46.67,9.42,120.0,115.0,4.77,8.08,4.9,5.0,126.57,107.23,31.83,25.95,46.0,57.72,799.85,840.0,839.11,870.53,598.54,2.57,5.62,0.0,1.65,0.72,2.0,2.0,2.56,77.5,100.0,53.0,58.0,28.0,25.0,27.0,22.0,48.0,35.0,21.0,17.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:40:06
1011,5c39e052dd80273430fa6970,2019,1,12,9,40,38,104.2,72.5,21.24,0.49,0.87,4.72,0.0,0.1,73.7,22.3,0.0,1.0,3.0,0.0,0.0,54.14,39.16,11.57,0.29,0.47,2.55,0.01,0.04,53.76,0.0,1.61,41.13,11.91,0.53,0.0,0.0,100.0,1011.2,109.1,47.29,47.42,0.0,20.0,418.19,669.68,46.64,9.52,120.0,123.0,4.8,8.13,4.93,5.0,126.8,107.43,31.69,25.96,46.0,56.9,800.0,840.0,838.2,870.7,597.51,2.57,4.33,1.0,2.03,0.94,2.0,2.0,0.64,56.0,83.0,62.0,78.0,55.0,56.0,51.0,21.0,40.0,18.0,24.0,9.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:40:38
1012,5c39e073dd80273430fa6971,2019,1,12,9,41,10,102.11,72.79,21.05,0.28,0.9,4.82,0.0,0.11,73.7,22.3,0.0,1.0,3.0,0.0,0.0,53.75,39.11,11.28,0.29,0.48,2.58,0.0,0.07,52.31,0.0,1.6,39.62,11.64,0.54,0.0,0.0,100.0,907.95,96.89,44.57,44.55,0.0,20.0,414.01,655.74,46.34,9.6,120.0,122.0,4.79,8.11,4.76,5.0,127.12,107.73,31.41,25.81,46.0,57.56,800.74,840.0,838.2,871.1,595.28,2.57,4.48,0.01,2.0,0.94,2.0,2.0,0.04,42.0,83.0,47.0,98.0,68.0,48.5,52.0,17.0,58.0,46.0,35.0,35.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:41:10
1013,5c39e095dd80273430fa6972,2019,1,12,9,41,43,99.23,72.86,20.88,0.4,0.94,4.75,0.0,0.17,73.7,22.3,0.0,1.0,3.0,0.0,0.0,54.41,39.69,11.37,0.21,0.51,2.56,0.01,0.08,56.87,0.0,1.79,43.92,13.08,0.58,0.0,0.0,100.0,1018.08,111.83,42.1,42.4,0.0,20.0,421.19,655.8,46.82,9.36,120.0,122.0,4.75,8.04,4.75,5.0,127.15,107.62,31.99,25.97,46.0,57.74,800.74,840.0,838.2,871.04,600.08,2.57,5.29,0.77,1.01,0.67,2.0,3.0,0.16,76.0,89.0,52.0,64.5,42.0,43.0,42.0,22.0,34.0,35.0,30.0,35.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:41:43
1014,5c39e0b7dd80273430fa6973,2019,1,12,9,42,17,93.49,72.73,21.38,0.31,0.96,4.25,0.0,0.13,73.7,22.3,0.0,1.0,3.0,0.0,0.0,53.72,39.22,11.46,0.19,0.52,2.27,0.0,0.07,53.67,0.0,1.56,40.3,11.6,0.52,0.0,0.0,100.0,951.12,103.46,41.85,41.76,0.0,20.0,415.53,660.5,46.88,9.43,120.0,121.0,4.73,8.02,4.74,5.0,127.35,106.59,31.44,26.0,46.0,57.24,799.85,840.0,839.11,871.15,596.65,2.57,4.78,0.08,1.65,0.86,2.0,2.0,16.0,69.0,83.0,51.0,69.0,46.0,52.0,48.0,21.0,26.0,26.0,18.0,22.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:42:17
1015,5c39e0e1dd80273430fa6974,2019,1,12,9,42,51,98.5,73.12,21.27,0.45,0.95,3.9,0.01,0.12,73.7,22.3,0.0,1.0,3.0,0.0,0.0,53.37,39.01,11.33,0.27,0.51,2.1,0.01,0.05,53.99,0.0,1.58,38.88,11.97,0.54,0.0,0.0,100.0,1060.56,114.05,39.79,39.72,0.0,20.0,432.91,654.14,46.88,9.43,120.0,121.0,4.78,8.11,4.66,5.0,127.9,105.21,30.84,26.4,46.0,58.08,800.8,840.0,839.05,871.44,595.91,2.58,5.22,0.0,1.96,0.81,ERROR,ERROR,0.09,55.0,79.0,49.0,55.0,42.0,40.0,41.0,28.0,51.0,38.0,25.0,21.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:42:51
1016,5c39e104dd80273430fa6975,2019,1,12,9,43,33,93.11,73.19,21.28,0.12,0.93,4.39,0.01,0.09,73.7,22.3,0.0,1.0,3.0,0.0,0.0,53.82,39.4,11.48,0.02,0.5,2.41,0.02,0.09,52.03,0.0,1.56,38.32,11.6,0.53,0.0,0.0,100.0,1048.97,113.03,36.86,36.61,0.0,20.0,406.8,652.25,46.94,9.47,120.0,120.0,4.78,8.05,5.08,5.0,127.5,103.66,31.03,26.28,46.0,57.81,800.06,840.0,841.22,872.01,596.88,2.57,5.62,0.0,1.0,0.81,2.0,3.0,10.89,61.0,101.0,49.0,68.5,26.0,22.0,23.0,13.0,57.0,18.0,3.0,12.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:43:33
1017,5c39e127dd80273430fa6976,2019,1,12,9,44,8,99.21,73.1,20.92,0.03,0.89,4.89,0.0,0.14,73.7,22.3,0.0,1.0,3.0,0.0,0.0,53.93,39.38,11.35,0.01,0.48,2.62,0.0,0.05,53.96,0.0,1.62,38.32,11.6,0.55,0.0,0.0,100.0,1051.96,114.35,33.43,33.66,0.0,20.0,437.71,677.46,47.16,9.56,120.0,120.0,4.78,8.09,5.16,5.0,127.43,102.42,31.36,26.4,46.0,58.09,800.21,840.0,841.28,872.41,600.65,2.57,3.68,0.01,1.19,0.7,2.0,2.0,3.61,53.0,77.0,54.0,65.0,64.0,69.0,65.0,44.0,28.0,28.0,14.0,29.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:44:08
1018,5c39e149dd80273430fa6977,2019,1,12,9,44,43,92.9,73.58,21.23,0.04,0.9,4.18,0.02,0.15,73.7,22.3,0.0,1.0,3.0,0.0,0.0,52.96,38.92,11.27,0.02,0.48,2.18,0.01,0.06,53.8,0.0,1.65,40.2,12.45,0.54,0.0,0.0,100.0,1068.97,117.54,36.15,36.39,0.0,20.0,423.0,662.25,47.09,9.59,120.0,120.0,4.74,8.03,5.03,5.0,127.75,101.56,31.25,26.27,46.0,57.44,800.95,840.0,841.22,872.18,600.99,2.57,6.05,0.03,2.0,0.84,2.0,2.5,0.49,71.0,75.0,42.0,56.0,50.0,48.0,45.0,22.0,25.0,21.0,5.0,32.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:44:43
1019,5c39e16cdd80273430fa6978,2019,1,12,9,45,17,97.35,73.79,21.24,0.11,0.93,3.82,0.0,0.12,73.7,22.3,0.0,1.0,3.0,0.0,0.0,53.06,39.18,11.23,0.02,0.5,2.02,0.0,0.11,58.3,0.0,1.8,44.14,13.06,0.58,0.0,0.0,100.0,1100.39,112.84,39.2,39.29,0.0,20.0,411.05,667.34,47.19,9.49,120.0,119.0,4.74,8.02,5.18,5.0,127.78,100.71,31.86,26.47,46.0,57.63,800.43,840.0,841.22,871.84,601.9,2.57,4.0,0.0,1.0,0.87,2.0,2.0,1.62,76.0,98.0,53.0,58.0,41.0,30.0,26.0,20.0,45.0,36.0,23.0,20.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:45:17
1020,5c39e18edd80273430fa6979,2019,1,12,9,45,52,95.52,73.61,21.39,0.1,0.93,3.83,0.0,0.18,73.7,22.3,0.0,1.0,3.0,0.0,0.0,53.56,39.49,11.46,0.03,0.49,2.06,0.01,0.08,52.0,0.0,1.59,39.33,11.9,0.53,0.0,0.0,100.0,1049.64,113.49,38.9,38.5,0.0,20.0,416.41,663.7,47.5,9.49,120.0,119.0,4.79,8.1,5.04,5.0,127.62,99.94,32.0,26.63,46.0,57.96,799.85,840.0,841.22,871.55,601.28,2.58,6.05,0.0,1.22,1.01,2.0,3.0,31.36,37.0,79.0,66.0,61.0,34.0,37.0,40.0,30.0,35.5,17.0,8.0,13.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:45:52
1021,5c39e1aedd80273430fa697a,2019,1,12,9,46,26,101.01,73.95,20.98,0.08,0.94,3.78,0.03,0.1,73.7,22.3,0.0,1.0,3.0,0.0,0.0,54.01,39.9,11.47,0.03,0.51,2.06,0.01,0.03,53.53,0.0,1.56,38.67,11.7,0.52,0.0,0.0,100.0,1071.34,118.49,38.13,38.07,0.0,20.0,406.41,644.91,47.57,9.51,120.0,118.0,4.78,8.11,5.22,5.0,127.45,99.57,32.61,26.62,46.0,57.72,800.48,840.0,840.08,871.84,598.48,2.57,4.1,1.0,1.88,0.77,2.0,2.0,1.96,67.0,85.0,46.0,63.0,66.0,52.0,46.0,25.0,42.0,45.0,37.0,37.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:46:26
1022,5c39e1cedd80273430fa697b,2019,1,12,9,46,58,102.58,73.58,21.27,0.03,0.96,4.01,0.01,0.16,73.7,22.3,0.0,1.0,3.0,0.0,0.0,53.29,39.16,11.31,0.06,0.51,2.13,0.01,0.09,53.18,0.0,1.58,39.37,12.29,0.55,0.0,0.0,100.0,1056.86,115.08,38.25,38.29,0.0,20.0,415.49,646.45,47.59,9.59,120.0,118.0,4.74,8.02,5.06,5.0,127.35,99.09,33.06,26.4,46.0,57.33,800.53,840.0,840.02,872.75,601.9,2.57,6.41,0.28,1.78,0.77,2.0,3.0,0.16,69.0,85.0,53.0,61.0,31.0,32.0,30.0,25.0,21.0,30.0,24.0,26.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:46:58
1023,5c39e1eedd80273430fa697c,2019,1,12,9,47,30,98.01,73.7,21.07,0.09,0.95,3.99,0.0,0.11,73.7,22.3,0.0,1.0,3.0,0.0,0.0,52.97,39.03,11.26,0.04,0.51,2.13,0.02,0.07,52.34,0.0,1.64,40.3,11.6,0.52,0.0,0.0,100.0,1113.71,126.14,37.93,37.82,0.0,20.0,439.17,690.04,47.85,9.83,120.0,118.0,4.77,8.06,4.98,5.0,127.55,98.72,33.13,26.37,46.0,58.26,800.8,840.0,840.08,872.75,603.33,2.57,3.8,0.86,2.0,0.84,2.0,2.0,0.16,59.0,72.0,51.0,71.0,48.5,66.0,74.0,41.0,43.0,53.0,39.0,48.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:47:30
1024,5c39e20edd80273430fa697d,2019,1,12,9,48,2,97.22,73.69,21.4,0.02,0.95,3.86,0.01,0.18,73.7,22.3,0.0,1.0,3.0,0.0,0.0,53.01,39.07,11.3,0.03,0.51,2.07,0.0,0.08,55.21,0.0,1.56,38.32,11.6,0.52,0.0,0.0,100.0,1096.96,120.75,37.18,37.08,0.0,20.0,414.54,682.61,47.56,9.71,120.0,118.0,4.78,8.07,4.91,5.0,127.57,98.39,32.88,26.39,46.0,57.51,800.48,840.0,841.22,871.9,601.11,2.57,5.33,0.62,2.38,0.9,2.0,3.0,0.16,62.0,81.5,48.0,71.0,56.0,45.0,43.0,25.0,30.0,27.0,22.0,27.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:48:02
1025,5c39e22ddd80273430fa697e,2019,1,12,9,48,34,94.75,73.75,21.34,0.05,0.95,3.83,0.0,0.1,73.7,22.3,0.0,1.0,3.0,0.0,0.0,53.25,39.33,11.31,0.02,0.51,2.03,0.02,0.05,56.27,0.0,1.82,44.64,12.97,0.58,0.0,0.0,100.0,1072.45,115.82,36.66,36.94,0.0,20.0,408.6,657.13,47.66,9.66,120.0,118.0,4.8,8.11,4.97,5.0,127.18,98.11,32.72,26.52,46.0,57.54,799.79,840.0,841.22,871.67,603.62,2.57,5.88,1.0,1.67,0.98,2.0,3.0,0.25,57.5,76.0,40.0,40.0,26.0,30.0,39.0,29.0,57.0,49.0,8.0,14.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:48:34
1026,5c39e24fdd80273430fa697f,2019,1,12,9,49,5,96.55,73.5,21.62,0.05,0.94,3.76,0.0,0.11,73.7,22.3,0.0,1.0,3.0,0.0,0.0,53.11,39.04,11.45,0.03,0.5,1.99,0.0,0.08,53.83,0.0,1.56,40.55,13.18,0.54,0.0,0.0,100.0,1038.8,116.36,36.03,36.52,0.0,20.0,402.19,645.2,47.77,9.51,120.0,117.0,4.79,8.1,5.16,5.0,127.4,98.08,32.48,26.58,46.0,58.4,800.27,840.0,840.02,871.55,600.76,2.57,5.47,1.0,2.0,0.81,2.0,3.0,0.81,64.0,80.0,50.0,58.0,41.0,39.0,40.0,30.0,42.0,40.0,33.0,30.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:49:05
1027,5c39e271dd80273430fa6980,2019,1,12,9,49,39,95.03,73.76,21.21,0.06,0.9,3.87,0.0,0.12,73.7,22.3,0.0,1.0,3.0,0.0,0.0,53.38,39.45,11.27,0.08,0.48,2.08,0.01,0.04,54.24,0.0,1.57,38.32,11.64,0.52,0.0,0.0,100.0,1036.86,116.51,36.86,37.09,0.0,20.0,415.04,640.53,47.98,9.76,120.0,117.0,4.74,8.0,5.09,5.0,127.2,97.95,32.05,26.64,46.0,58.1,799.85,840.0,840.02,871.9,600.36,2.57,3.18,0.96,2.39,0.91,3.0,4.0,21.16,76.0,92.0,52.0,50.0,23.0,20.0,24.0,20.0,36.5,15.0,3.0,12.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:49:39
1028,5c39e293dd80273430fa6981,2019,1,12,9,50,13,95.78,73.56,21.4,0.1,0.89,3.96,0.0,0.12,73.7,22.3,0.0,1.0,3.0,0.0,0.0,53.17,39.05,11.39,0.02,0.47,2.12,0.01,0.05,52.91,0.0,1.6,39.35,11.69,0.52,0.0,0.0,100.0,1091.45,122.91,37.17,37.01,0.0,20.0,407.79,632.6,47.8,9.91,120.0,117.0,4.81,8.11,5.06,5.0,127.12,97.78,31.73,26.73,46.0,57.53,800.37,840.0,840.02,872.81,603.16,2.57,5.85,0.11,1.08,0.82,2.0,3.0,1.44,72.0,76.0,43.0,48.0,33.0,25.0,24.0,12.0,38.0,29.0,16.0,13.0,0.0,0.0,3500.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 09:50:13
