,_id,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,TOTAL FEED (%) PV,CLINKER WF(%) PV,LIMESTONE WF(%) PV,SLAG WF(%) PV,GYPSUM WF(%) PV,POZZOLANE WF(%) PV,FLY ASH1 (%) PV,FLY ASH2 (%) PV,CLINKER WF(%) SP,LIMESTONE WF(%) SP,SLAG WF(%) SP,GYPSUM WF(%) SP,POZZOLANE WF(%) SP,FLY ASH1   (%) SP,FLY ASH2  (%) SP,TOTAL FEED (ton/h) PV,CLINKER WF (ton/h) PV,LIMESTONE WF (ton/h) PV,SLAG WF (ton/h) PV,GYPSUM W (ton/h) PV,POZZOLANE WF (ton/h) PV,FLY ASH1 (ton/h) PV,FLY ASH2 (ton/h) PV,TOTAL FEED (ton/h) SP,SLAG WF (ton/h) SP,LIMESTONE WF (ton/h) SP,CLINKER WF (ton/h) SP,BOTOM ASH WF (ton/h) SP,GYPSUM WF (ton/h) SP,FLY ASH 1 (ton/h) SP,FLY ASH 2 (ton/h) SP,INJECTION OF MILL WATER (m³/h) SP,MILL MOTOR POWER (KW) PV,MILL MOTOR CURR (A) PV,RECIRCULATION DAMPER (%) PV,RECIRCULATION DAMPER (%) SP,FRESH AIR DAMPER (%) PV,FRESH AIR DAMPER (%) SP,MAIN FAN POWER (KW) PV,MAIN FAN MOTOR CURR (A) PV,MAIN BF OUT PRESS (mbar) PV,CEMENT MILL BF DP (mbar) PV,GRINDING PRESSURE (bar) SP,GRINDING PRESSURE (bar) PV,BUCKET ELV MTR POWER (KW) PV,BUCKET ELV MOTOR CURR (A) PV,MILL IN PRES (mbar) PV,MILL IN PRES (mbar) SP,MILL IN TEMP (C) PV,MILL EXIT TEMP (C) PV,CEMENT MILL DP (mbar) PV,MILL OUT PRES (mbar) PV,SEPARATOR SPEED (%) SP,SEPARATOR POWER (KW) PV,SEPARATOR SPEED (RPM) PV,ICON BED TEMP(C) SP,ICON BED TEMP(C) PV,ICON CEILING TEMP (C) PV,ICON EXIT TEMP(C) PV,CEMENT MILL TABLE WATER SPRAY(m³/h) PV,ROLLER 1 BED DEPTH (mm),ROLLER 2 BED DEPTH (mm),ROLLER 3 BED DEPTH (mm),MILL VIBRATION (mm/s),GEARBOX ACCEREROMETER 1 VIBRATION (mm/s),GEARBOX ACCEREROMETER 2 VIBRATION (mm/s),HOPPER LEVEL INDICATOR (mg/m³),THRUST PAD 1 OIL PRESS (bar),THRUST PAD 2 OIL PRESS (bar),THRUST PAD 3 OIL PRESS (bar),THRUST PAD 4 OIL PRESS (bar),THRUST PAD 5 OIL PRESS (bar),THRUST PAD 6 OIL PRESS (bar),THRUST PAD 7 OIL PRESS (bar),THRUST PAD 8 OIL PRESS (bar),THRUST PAD 9 OIL PRESS (bar),THRUST PAD 10 OIL PRESS (bar),THRUST PAD 11 OIL PRESS (bar),THRUST PAD 12 OIL PRESS (bar),GRINDING AID ADDITION PV,GRINDING AID ADDITION SP,BLAINE,SO3,FINENESS,Moisture SLAG,Moisture POZZOLANE,Moisture CLINKER,Moisture LIMESTONE,Moisture GYPSUM,Moisture FLYASH 1,Moisture FLY ASH 2,Time Sample Taken CPII,cement type CPII,cement type CPIV,DATE/TIME
682,5c39b537dd80273430fa6827,2019,1,12,6,36,43,96.19,75.93,21.91,0.25,0.88,0.89,0.0,0.16,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.98,36.48,10.52,0.1,0.42,0.43,0.01,0.09,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,1047.2,112.17,50.0,50.0,0.0,100.0,421.73,655.35,47.11,9.91,120.0,115.0,4.73,8.01,4.56,4.53,122.28,94.52,31.67,28.65,45.0,55.95,783.63,840.0,839.85,872.75,592.94,2.57,1.55,0.8,2.0,1.12,2.0,3.0,0.36,57.0,80.0,51.0,74.5,63.0,68.0,61.0,28.0,26.0,34.0,4.5,27.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:36:43
683,5c39b559dd80273430fa6828,2019,1,12,6,37,15,98.01,74.48,21.46,0.12,0.89,2.77,0.02,0.16,73.7,22.3,0.0,1.0,3.0,0.0,0.0,48.84,36.46,10.48,0.03,0.44,1.3,0.0,0.04,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,909.81,105.12,50.0,50.0,0.0,100.0,422.46,684.18,47.19,9.94,120.0,123.0,4.74,8.03,4.6,4.65,122.2,94.44,31.46,28.55,45.0,56.33,784.69,840.0,838.94,872.87,589.23,2.57,2.33,0.12,2.17,1.34,2.0,3.0,3.24,38.0,75.0,44.0,67.0,50.0,50.0,48.0,16.0,6.0,13.0,2.0,10.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:37:15
684,5c39b57bdd80273430fa6829,2019,1,12,6,37,49,95.93,76.23,21.74,0.08,0.94,0.72,0.03,0.15,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.8,36.41,10.37,0.07,0.45,0.33,0.01,0.09,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,1056.47,115.95,50.0,50.0,0.0,100.0,429.2,671.48,47.07,10.01,120.0,122.0,4.77,8.05,4.46,4.45,122.32,94.37,31.62,28.44,45.0,56.57,784.16,840.0,838.88,872.64,589.98,2.57,1.42,1.0,2.8,1.12,2.0,3.0,1.96,70.0,73.0,40.0,49.0,27.5,34.0,38.0,26.0,34.0,40.0,8.0,23.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:37:49
685,5c39b59edd80273430fa682a,2019,1,12,6,38,23,95.95,76.2,21.95,0.16,0.95,0.57,0.0,0.16,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.96,36.51,10.49,0.11,0.46,0.29,0.03,0.06,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,928.2,98.01,50.0,50.0,0.0,100.0,410.83,654.35,47.25,9.87,120.0,121.0,4.76,8.05,4.46,4.49,122.2,94.38,31.7,28.39,45.0,56.71,783.95,840.0,838.88,871.78,591.63,2.57,1.97,1.0,1.15,1.15,2.0,3.0,0.25,35.0,81.5,39.0,70.0,38.0,32.0,34.0,7.0,10.0,11.0,6.0,8.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:38:23
686,5c39b5bfdd80273430fa682b,2019,1,12,6,38,58,96.13,76.2,21.95,0.32,0.92,0.55,0.0,0.13,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.93,36.52,10.54,0.12,0.44,0.24,0.0,0.07,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,967.03,102.29,50.0,50.0,0.0,100.0,429.26,675.71,47.19,9.91,120.0,120.0,4.76,8.06,4.57,4.6,122.68,94.28,31.71,28.69,45.0,56.05,784.27,840.0,838.88,872.01,594.37,2.57,1.81,0.99,3.67,1.14,2.0,3.0,0.36,46.0,53.0,47.0,69.0,44.0,55.0,63.0,35.0,20.0,28.0,4.0,19.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:38:58
687,5c39b5e0dd80273430fa682c,2019,1,12,6,39,31,95.57,76.34,21.9,0.18,0.9,0.52,0.0,0.15,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.85,36.57,10.47,0.15,0.43,0.26,0.01,0.08,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,986.33,108.08,50.0,50.0,0.0,100.0,413.04,659.02,47.29,9.89,120.0,120.0,4.72,7.96,4.49,4.42,122.4,94.38,31.79,28.7,45.0,55.95,784.0,840.0,838.94,872.64,591.92,2.57,2.0,0.75,2.46,1.02,2.0,2.0,1.69,18.0,85.0,52.0,64.0,43.0,34.0,28.0,16.0,33.0,30.0,7.0,16.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:39:31
688,5c39b5ffdd80273430fa682d,2019,1,12,6,40,4,96.98,75.14,21.52,0.21,0.87,2.01,0.0,0.13,73.7,22.3,0.0,1.0,3.0,0.0,0.0,48.48,36.55,10.41,0.1,0.42,0.9,0.02,0.06,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,1001.52,109.86,50.0,50.0,0.0,100.0,405.72,666.36,47.22,9.88,120.0,119.0,4.74,8.01,4.4,4.32,122.57,94.39,31.69,28.69,45.0,56.19,784.11,840.0,841.05,873.61,591.06,2.57,3.59,1.0,3.0,1.11,2.0,3.0,6.76,41.0,53.0,33.0,54.0,40.0,59.0,63.0,35.0,23.0,29.0,15.0,10.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:40:04
689,5c39b61edd80273430fa682e,2019,1,12,6,40,35,95.83,76.09,21.98,0.24,0.88,0.6,0.0,0.08,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.89,36.52,10.6,0.1,0.42,0.26,0.01,0.1,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,1025.1,109.55,50.0,50.0,0.0,100.0,416.78,655.74,47.04,9.95,120.0,119.0,4.81,8.15,4.5,4.5,123.02,94.41,31.52,28.64,45.0,56.61,784.53,840.0,842.02,873.09,590.83,2.57,1.98,0.89,1.08,1.08,2.0,3.0,4.0,43.0,70.0,53.0,87.0,37.0,30.0,34.0,25.0,34.0,31.0,7.0,23.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:40:35
690,5c39b63ddd80273430fa682f,2019,1,12,6,41,6,95.84,76.38,21.9,0.23,0.9,0.47,0.02,0.13,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.85,36.5,10.48,0.07,0.43,0.23,0.01,0.11,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,989.64,110.65,50.0,50.0,0.0,100.0,416.56,656.83,47.12,9.94,120.0,118.0,4.83,8.17,4.41,4.38,122.97,94.4,31.53,28.67,45.0,56.64,783.95,840.0,842.93,872.98,592.43,2.57,2.11,0.71,2.05,1.15,2.0,3.0,14.44,37.0,76.5,34.0,60.0,29.0,26.0,29.0,16.0,31.0,22.0,8.0,15.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:41:06
691,5c39b65edd80273430fa6830,2019,1,12,6,41,37,95.62,76.24,21.99,0.16,0.89,0.48,0.0,0.09,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.75,36.43,10.47,0.11,0.42,0.22,0.0,0.08,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,1064.66,115.78,50.0,50.0,0.0,100.0,419.26,641.0,47.28,10.08,120.0,118.0,4.7,7.95,4.53,4.52,122.7,94.46,31.56,28.54,45.0,56.64,784.0,840.0,842.99,872.81,588.89,2.57,1.01,1.0,3.0,1.01,2.0,2.0,4.41,43.5,72.0,46.0,60.0,43.0,46.0,49.0,34.0,27.0,25.0,1.0,21.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:41:37
692,5c39b68fdd80273430fa6831,2019,1,12,6,42,10,95.87,76.16,22.17,0.25,0.88,0.48,0.0,0.15,73.7,22.3,0.0,1.0,ERROR,0.0,0.0,47.77,36.39,10.55,0.13,0.41,0.23,0.02,0.06,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,1040.93,114.56,50.0,50.0,0.0,100.0,423.85,662.19,47.2,9.86,120.0,118.0,4.72,7.97,4.45,4.48,122.5,94.39,31.74,28.83,45.0,56.04,783.95,ERROR,ERROR,871.78,591.29,2.57,1.85,0.36,2.58,0.92,2.0,3.0,0.09,57.0,75.0,40.0,40.0,28.0,25.0,26.0,22.0,38.0,44.0,6.0,18.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:42:10
693,5c39b6afdd80273430fa6832,2019,1,12,6,42,59,95.72,76.25,22.04,0.18,0.88,0.47,0.02,0.1,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.82,36.47,10.56,0.11,0.42,0.24,0.03,0.08,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,1085.14,118.65,50.0,50.0,0.0,100.0,407.48,657.04,46.92,9.93,120.0,118.0,4.73,7.99,4.36,4.44,122.73,94.34,31.93,28.31,45.0,56.86,783.79,840.0,842.02,871.78,590.26,2.57,2.57,0.03,2.0,1.13,2.0,3.0,0.04,41.0,66.0,47.0,68.0,61.0,56.0,46.0,18.0,5.0,14.0,1.0,11.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:42:59
694,5c39b6cfdd80273430fa6833,2019,1,12,6,43,31,96.06,76.17,22.13,0.2,0.85,0.58,0.05,0.13,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.96,36.51,10.61,0.05,0.41,0.26,0.0,0.05,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,962.07,103.9,50.0,50.0,0.0,100.0,410.38,661.04,47.11,9.88,120.0,117.0,4.76,8.08,4.52,4.56,122.7,94.28,31.89,28.61,45.0,56.54,784.11,840.0,842.99,871.33,588.26,2.57,1.06,0.0,1.59,1.16,2.0,2.0,0.04,55.0,47.0,16.0,47.0,37.0,56.0,64.0,32.0,29.0,39.0,11.0,28.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:43:31
695,5c39b6f1dd80273430fa6834,2019,1,12,6,44,3,95.56,76.43,21.84,0.28,0.86,0.49,0.0,0.19,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.85,36.55,10.47,0.11,0.41,0.23,0.0,0.07,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,995.41,108.01,50.0,50.0,0.0,100.0,424.16,665.95,47.09,9.88,120.0,117.0,4.72,7.96,4.51,4.51,122.72,94.36,31.8,28.61,45.0,56.08,783.74,840.0,842.99,870.81,591.46,2.57,2.76,1.0,3.0,1.13,2.0,3.0,8.14,41.5,63.0,55.0,109.0,81.0,82.0,55.0,15.0,7.0,27.0,5.0,20.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:44:03
696,5c39b712dd80273430fa6835,2019,1,12,6,44,37,95.4,76.55,21.85,0.29,0.92,0.48,0.0,0.22,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.8,36.56,10.45,0.09,0.44,0.24,0.01,0.05,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,1065.53,116.58,50.0,50.0,0.0,100.0,424.0,657.69,47.35,9.95,120.0,116.0,4.69,7.95,4.4,4.51,122.65,94.34,31.92,28.54,45.0,55.91,783.95,840.0,842.99,871.15,589.12,2.57,2.0,0.0,2.39,1.28,2.0,3.0,5.29,50.0,63.0,24.0,52.0,21.0,25.0,34.0,19.0,28.0,33.0,12.0,15.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:44:37
697,5c39b734dd80273430fa6836,2019,1,12,6,45,10,95.72,76.28,22.08,0.13,0.9,0.52,0.0,0.18,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.97,36.5,10.55,0.14,0.43,0.25,0.0,0.07,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,1031.94,108.62,50.0,50.0,0.0,100.0,417.14,652.34,47.29,9.98,120.0,116.0,4.72,8.02,4.53,4.55,122.68,94.33,32.24,28.6,45.0,56.28,783.79,840.0,842.02,871.04,588.21,2.57,2.66,0.98,3.83,1.04,2.0,3.0,0.81,50.0,94.0,54.5,41.0,5.0,7.0,9.0,3.0,36.0,13.0,6.0,8.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:45:10
698,5c39b756dd80273430fa6837,2019,1,12,6,45,44,95.88,76.39,21.93,0.17,0.91,0.49,0.02,0.14,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.84,36.56,10.52,0.09,0.43,0.23,0.01,0.1,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,983.68,108.63,50.0,50.0,0.0,100.0,410.64,651.8,47.25,9.89,120.0,115.0,4.77,8.07,4.46,4.47,122.95,94.36,32.46,28.26,45.0,56.65,783.95,840.0,842.07,870.64,588.21,2.57,1.53,0.02,3.75,0.96,2.0,3.0,0.01,29.0,54.0,38.5,50.0,35.0,46.0,56.0,29.0,29.0,28.0,5.0,14.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:45:44
699,5c39b779dd80273430fa6838,2019,1,12,6,46,18,95.39,76.24,21.97,0.19,0.9,0.47,0.02,0.12,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.88,36.55,10.51,0.08,0.43,0.23,0.0,0.1,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,891.24,103.76,50.0,50.0,0.0,100.0,413.32,657.9,46.96,9.78,120.0,115.0,4.74,8.02,4.5,4.44,122.75,94.38,32.31,28.49,45.0,56.66,784.0,840.0,842.07,870.36,589.46,2.57,2.38,0.58,3.67,1.1,2.0,3.0,0.01,57.0,81.0,50.0,59.0,35.0,55.0,54.0,26.0,5.0,15.0,1.0,6.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:46:18
700,5c39b79bdd80273430fa6839,2019,1,12,6,46,53,95.65,76.32,21.93,0.31,0.88,0.55,0.05,0.15,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.85,36.61,10.44,0.1,0.42,0.24,0.0,0.08,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,980.67,106.35,50.0,50.0,0.0,100.0,411.5,659.26,47.2,9.88,120.0,123.0,4.73,8.0,4.6,4.55,122.97,94.34,32.28,28.46,45.0,56.23,784.42,840.0,842.07,869.96,586.21,2.57,1.06,0.57,2.55,1.38,2.0,2.5,2.89,21.0,43.0,45.0,93.0,30.0,28.0,34.0,22.0,22.0,27.0,2.0,13.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:46:53
701,5c39b7bddd80273430fa683a,2019,1,12,6,47,27,96.15,75.9,22.29,0.2,0.91,0.47,0.0,0.14,73.7,22.3,0.0,1.0,3.0,0.0,0.0,48.0,36.56,10.69,0.19,0.44,0.22,0.03,0.07,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,944.45,99.98,50.0,50.0,0.0,100.0,425.59,678.41,47.04,10.04,120.0,122.0,4.71,7.96,4.45,4.32,123.1,94.25,32.09,28.39,45.0,55.97,784.69,840.0,842.07,870.13,587.47,2.57,1.74,0.99,3.11,1.04,2.0,2.0,3.24,56.0,103.0,47.0,47.0,20.0,14.0,21.0,7.0,25.0,14.0,1.0,10.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:47:27
702,5c39b7dedd80273430fa683b,2019,1,12,6,48,1,95.51,76.14,22.03,0.26,0.92,0.55,0.05,0.11,73.7,22.3,0.0,1.0,3.0,0.0,0.0,47.96,36.53,10.47,0.12,0.44,0.35,0.02,0.07,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,994.54,106.75,50.0,50.0,0.0,100.0,425.74,663.91,47.06,10.02,120.0,121.0,4.72,7.98,4.59,4.56,123.3,94.26,32.08,28.16,45.0,56.42,784.05,840.0,842.07,870.24,590.15,2.57,2.0,0.86,3.01,1.12,2.0,2.0,0.04,40.0,90.0,56.0,74.5,34.0,31.0,27.0,10.0,25.0,19.0,8.0,15.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:48:01
703,5c39b7fedd80273430fa683c,2019,1,12,6,48,34,100.5,72.7,20.76,0.11,0.85,5.62,0.02,0.12,73.7,22.3,0.0,1.0,3.0,0.0,0.0,50.62,36.55,10.42,0.13,0.43,3.11,0.0,0.07,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,1052.24,112.83,50.0,50.0,0.0,100.0,421.0,671.96,46.97,10.04,120.0,120.0,4.72,7.98,4.48,4.44,123.4,94.38,32.08,28.39,45.0,56.49,784.32,840.0,842.07,871.1,589.86,2.57,2.93,0.0,2.93,1.43,2.0,3.0,0.04,70.5,109.0,52.0,71.0,36.0,33.0,38.0,28.0,27.0,24.0,4.0,12.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:48:34
704,5c39b81ddd80273430fa683d,2019,1,12,6,49,6,101.03,72.31,20.71,0.18,0.86,5.81,0.0,0.1,73.7,22.3,0.0,1.0,3.0,0.0,0.0,50.5,36.51,10.46,0.08,0.44,2.87,0.01,0.1,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,1034.11,108.23,50.0,50.0,0.0,100.0,433.17,672.81,47.03,9.87,120.0,120.0,4.71,7.99,4.51,4.53,123.28,94.41,32.08,28.34,45.0,56.63,783.95,840.0,841.16,870.93,588.72,2.57,2.86,0.1,3.0,1.2,2.0,3.0,0.01,73.0,92.0,49.0,57.0,57.0,49.0,35.0,11.0,17.0,17.0,8.0,15.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:49:06
705,5c39b83cdd80273430fa683e,2019,1,12,6,49,37,99.47,73.5,20.99,0.24,0.86,4.34,0.01,0.14,73.7,22.3,0.0,1.0,3.0,0.0,0.0,49.71,36.57,10.4,0.08,0.43,2.13,0.0,0.06,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,935.02,98.92,50.0,50.0,0.0,100.0,434.86,665.56,47.05,9.83,120.0,119.5,4.7,7.98,4.51,4.51,123.57,94.44,32.32,28.33,45.0,56.6,783.9,840.0,841.16,870.93,586.72,2.57,1.83,0.84,2.87,0.92,2.0,3.0,0.01,54.0,55.0,27.0,43.0,27.0,69.0,38.0,7.0,17.0,11.0,1.0,7.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:49:37
706,5c39b85cdd80273430fa683f,2019,1,12,6,50,8,98.93,73.92,21.15,0.27,0.87,3.75,0.0,0.14,73.7,22.3,0.0,1.0,3.0,0.0,0.0,49.34,36.48,10.47,0.08,0.43,1.88,0.0,0.06,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,1025.16,112.52,50.0,50.0,0.0,100.0,424.05,666.92,47.19,9.95,120.0,119.0,4.73,8.0,4.4,4.51,123.38,94.46,32.38,28.57,45.0,56.38,783.53,840.0,842.07,870.47,588.84,2.57,1.45,0.0,4.0,1.16,2.0,2.0,0.04,51.0,74.0,46.0,61.0,34.0,34.0,30.0,18.0,31.0,33.0,4.0,30.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:50:08
707,5c39b87ddd80273430fa6840,2019,1,12,6,50,40,99.06,73.98,21.17,0.24,0.9,3.77,0.0,0.14,73.7,22.3,0.0,1.0,3.0,0.0,0.0,49.5,36.45,10.53,0.11,0.45,1.88,0.0,0.08,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,981.66,105.06,50.0,50.0,0.0,100.0,420.89,657.75,47.23,9.87,120.0,119.0,4.71,7.95,4.44,4.51,123.05,94.41,32.62,28.29,45.0,56.2,783.58,840.0,842.07,870.13,586.44,2.57,2.0,0.73,2.79,1.2,2.0,3.0,8.41,63.0,86.0,50.0,60.0,26.0,27.0,30.0,16.5,11.0,16.0,1.0,11.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:50:40
708,5c39b89edd80273430fa6841,2019,1,12,6,51,13,99.5,73.46,21.37,0.24,0.93,3.87,0.0,0.11,73.7,22.3,0.0,1.0,3.0,0.0,0.0,49.75,36.44,10.67,0.11,0.46,1.92,0.01,0.06,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,992.34,108.54,50.0,50.0,0.0,100.0,426.96,666.27,47.39,9.92,120.0,118.0,4.75,8.01,4.44,4.43,122.93,94.27,32.74,28.17,45.0,56.19,784.11,840.0,842.13,870.01,589.41,2.57,1.19,0.0,3.32,1.03,2.0,2.0,3.61,53.5,55.0,41.0,64.0,59.0,72.0,72.0,40.0,26.5,21.0,7.0,22.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:51:13
709,5c39b8c1dd80273430fa6842,2019,1,12,6,51,46,99.51,73.49,21.19,0.21,0.89,4.13,0.02,0.16,73.7,22.3,0.0,1.0,3.0,0.0,0.0,49.71,36.54,10.56,0.08,0.44,2.05,0.01,0.07,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,1023.02,115.73,50.0,50.0,0.0,100.0,408.09,646.8,47.32,9.9,120.0,118.0,4.72,7.96,4.49,4.45,122.97,94.21,32.61,28.23,45.0,56.72,784.05,840.0,841.16,870.64,589.98,2.57,2.0,0.0,2.11,0.96,2.0,2.0,0.04,54.0,63.0,43.0,82.0,63.0,71.0,62.0,28.0,28.0,23.0,8.0,22.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:51:46
710,5c39b8e3dd80273430fa6843,2019,1,12,6,52,21,99.51,73.46,21.13,0.18,0.86,4.17,0.01,0.21,73.7,22.3,0.0,1.0,3.0,0.0,0.0,49.73,36.53,10.48,0.09,0.42,2.05,0.01,0.1,50.0,0.0,1.5,36.85,11.15,0.5,0.0,0.0,100.0,1087.43,115.11,50.0,50.0,0.0,100.0,410.49,650.32,47.27,9.89,120.0,117.0,4.74,8.0,4.46,4.48,123.28,94.24,32.55,28.16,45.0,56.77,783.53,840.0,839.91,871.21,588.61,2.56,1.09,0.06,1.47,1.22,2.0,2.0,0.01,39.0,46.0,31.0,51.0,39.0,57.0,45.0,18.0,29.0,30.0,7.0,26.0,0.0,0.0,3380.0,1.86,6.5,9.8,2.51,0.03,7.62,2.29,0.03,0.03,236.0,0.0,1.0,2019-01-12 06:52:21
